"","SEASON","DATE","HOME","HPTS","H2PM","H2PA","H3PM","H3PA","HFTM","HFTA","HORB","HDRB","HAST","HSTL","HTOV","HBLK","HPF","AWAY","APTS","A2PM","A2PA","A3PM","A3PA","AFTM","AFTA","AORB","ADRB","AAST","ASTL","ATOV","ABLK","APF"
"1172","2014-15",20150408,"UTA",103,23,43,13,31,18,25,13,34,23,5,16,8,22,"SAC",91,26,59,7,16,18,28,7,24,19,9,9,1,17
"1173","2014-15",20150409,"GSW",116,36,64,12,26,8,9,9,35,27,6,13,5,12,"POR",105,39,74,7,24,6,8,11,30,28,6,9,5,12
"1174","2014-15",20150409,"MIA",78,29,70,5,18,5,7,13,33,14,2,14,7,17,"CHI",89,29,68,6,23,13,17,15,36,17,10,11,2,11
"1175","2014-15",20150410,"ATL",104,31,54,10,28,12,16,9,35,31,10,13,4,18,"CHA",80,22,53,8,30,12,18,12,34,21,8,13,3,15
"1176","2014-15",20150410,"BKN",117,33,69,12,20,15,23,12,32,29,10,6,1,20,"WAS",80,27,67,5,15,11,17,17,33,23,3,17,4,21
"1177","2014-15",20150410,"CLE",90,23,43,9,34,17,25,12,30,25,4,20,2,21,"BOS",99,30,62,8,22,15,21,11,32,30,11,14,2,24
"1178","2014-15",20150410,"DEN",143,38,82,15,43,22,25,27,34,29,10,15,1,26,"DAL",144,46,80,11,29,19,24,11,38,39,8,17,6,23
"1179","2014-15",20150410,"DET",103,29,66,11,23,12,23,15,30,25,5,11,5,20,"IND",107,27,60,11,19,20,22,9,33,29,6,10,1,21
"1180","2014-15",20150410,"HOU",103,22,45,9,21,32,53,9,30,19,9,20,5,26,"SAS",104,37,68,4,17,18,24,13,27,23,12,15,3,35
"1181","2014-15",20150410,"LAL",106,32,60,9,23,15,24,14,32,35,6,12,2,22,"MIN",98,29,59,3,15,31,34,9,30,17,7,12,3,20
"1182","2014-15",20150410,"NOP",90,32,65,5,19,11,19,15,41,29,4,11,13,12,"PHX",75,23,60,7,25,8,10,10,33,18,9,10,4,18
"1183","2014-15",20150410,"NYK",91,29,59,5,13,18,24,5,37,22,7,24,5,26,"MIL",99,31,59,6,17,19,29,5,28,18,17,17,3,22
"1184","2014-15",20150410,"OKC",116,34,66,10,31,18,24,16,31,21,8,6,4,22,"SAC",103,28,57,9,24,20,28,14,36,19,4,16,6,23
"1185","2014-15",20150410,"ORL",99,34,69,7,20,10,10,14,32,21,11,16,4,19,"TOR",101,30,64,9,30,14,15,17,29,22,8,15,1,15
"1186","2014-15",20150410,"UTA",88,20,48,11,23,15,22,9,30,16,4,15,3,22,"MEM",89,31,61,5,15,12,19,7,29,22,8,11,1,22
"1187","2014-15",20150411,"CHI",114,31,64,9,26,25,36,13,35,20,8,10,5,20,"PHI",107,24,48,13,41,20,25,14,33,19,5,15,3,29
"1188","2014-15",20150411,"GSW",110,31,62,11,31,15,21,13,37,28,10,12,5,19,"MIN",101,24,55,11,24,20,26,8,32,27,9,15,4,22
"1189","2014-15",20150411,"LAC",94,29,61,6,27,18,22,12,31,25,10,13,6,21,"MEM",86,32,68,2,9,16,24,11,32,24,8,18,4,20
"1190","2014-15",20150411,"MIA",104,31,61,6,20,24,44,14,33,14,3,7,8,25,"TOR",107,26,57,9,26,28,37,15,32,12,7,7,3,31
"1191","2014-15",20150411,"ORL",79,24,62,6,22,13,18,11,38,15,10,13,4,18,"NYK",80,25,62,6,20,12,13,11,35,22,3,15,6,18
"1192","2014-15",20150411,"POR",105,35,57,6,30,17,22,9,30,22,11,12,4,25,"UTA",111,30,62,6,17,33,42,15,33,20,9,16,4,17
"1193","2014-15",20150412,"BOS",117,36,60,10,24,15,22,6,32,29,20,7,1,22,"CLE",78,28,57,3,22,13,19,11,33,18,1,24,5,18
"1194","2014-15",20150412,"DEN",122,36,56,9,26,23,30,10,32,32,15,18,1,29,"SAC",111,33,56,5,18,30,42,6,26,28,13,20,0,21
"1195","2014-15",20150412,"DET",116,25,53,16,28,18,23,12,44,33,6,14,4,23,"CHA",77,23,64,4,15,19,29,6,27,16,8,9,2,13
"1196","2014-15",20150412,"HOU",121,30,49,9,24,34,48,9,31,16,6,11,6,18,"NOP",114,33,64,11,27,15,22,13,26,22,6,10,2,30
"1197","2014-15",20150412,"IND",116,32,59,10,20,22,35,9,43,25,4,12,3,26,"OKC",104,30,67,11,28,11,28,15,28,18,5,8,4,28
"1198","2014-15",20150412,"LAL",106,25,54,9,24,29,36,6,31,20,4,12,4,20,"DAL",120,35,62,10,21,20,26,7,35,31,7,12,9,20
"1199","2014-15",20150412,"MIL",96,35,63,6,20,8,12,7,40,30,13,17,7,20,"BKN",73,24,65,3,18,16,22,16,33,17,9,21,5,20
"1200","2014-15",20150412,"SAS",107,27,50,8,19,29,34,6,37,22,7,15,6,22,"PHX",91,31,69,4,16,17,23,13,28,17,6,10,3,23
"1201","2014-15",20150412,"WAS",108,30,64,9,21,21,27,14,37,22,8,19,6,19,"ATL",99,27,58,9,29,18,24,7,31,24,10,11,2,22
"1202","2014-15",20150413,"ATL",108,28,56,11,32,19,23,12,25,27,10,8,3,17,"NYK",112,30,52,13,25,13,19,9,30,33,7,17,7,19
"1203","2014-15",20150413,"BKN",86,29,75,3,12,19,22,12,30,12,2,10,3,14,"CHI",113,32,58,12,30,13,17,9,37,26,7,7,8,18
"1204","2014-15",20150413,"CHA",90,21,51,13,32,9,17,7,36,23,8,15,5,17,"HOU",100,26,50,9,35,21,26,10,39,19,9,10,10,18
"1205","2014-15",20150413,"CLE",109,26,53,17,32,6,12,13,32,30,5,10,7,19,"DET",97,29,58,9,25,12,20,8,23,21,4,7,4,8
"1206","2014-15",20150413,"GSW",111,26,50,13,24,20,27,6,33,30,9,21,7,22,"MEM",107,36,83,5,15,20,25,18,26,24,11,15,4,22
"1207","2014-15",20150413,"LAC",110,30,61,7,21,29,37,13,34,25,7,13,8,16,"DEN",103,26,68,12,33,15,22,25,33,18,7,11,0,27
"1208","2014-15",20150413,"MIA",100,36,73,3,10,19,23,11,39,21,2,13,9,19,"ORL",93,29,64,6,21,17,28,11,30,14,10,8,4,23
"1209","2014-15",20150413,"MIN",88,27,64,4,14,22,28,8,35,19,1,11,10,22,"NOP",100,31,63,6,21,20,24,10,29,15,6,9,9,23
"1210","2014-15",20150413,"OKC",101,35,75,4,21,19,27,18,40,14,8,8,6,19,"POR",90,30,60,8,23,6,9,3,32,22,1,12,4,21
"1211","2014-15",20150413,"PHI",97,26,53,6,28,27,34,14,26,22,11,29,6,28,"MIL",107,36,72,4,9,23,36,12,27,23,13,18,7,25
"1212","2014-15",20150413,"SAC",102,31,56,4,16,28,36,5,36,22,4,10,6,14,"LAL",92,36,81,4,15,8,13,17,32,19,8,11,3,26
"1213","2014-15",20150413,"UTA",109,30,54,11,28,16,26,12,36,24,10,14,6,19,"DAL",92,25,62,9,20,15,23,12,29,18,4,16,4,21
"1214","2014-15",20150414,"BOS",95,32,72,6,27,13,15,17,33,24,7,14,6,19,"TOR",93,26,56,9,24,14,20,7,36,17,9,18,9,18
"1215","2014-15",20150414,"IND",99,31,75,9,30,10,17,14,42,22,5,13,9,17,"WAS",95,30,80,7,24,14,17,13,46,22,8,11,2,22
"1216","2014-15",20150414,"PHX",101,28,54,11,26,12,20,11,28,25,8,15,3,16,"LAC",112,27,49,15,38,13,18,11,33,26,10,12,5,19
"1217","2014-15",20150415,"BKN",101,30,56,9,24,14,23,7,33,25,8,12,5,12,"ORL",88,31,59,7,20,5,13,10,32,18,6,17,4,21
"1218","2014-15",20150415,"CHI",91,24,53,7,24,22,26,7,43,14,11,21,9,12,"ATL",85,28,63,8,29,5,7,10,32,15,10,15,10,19
"1219","2014-15",20150415,"CLE",113,27,61,16,30,11,17,11,33,29,7,16,4,17,"WAS",108,34,75,8,22,16,21,15,35,26,8,13,5,13
"1220","2014-15",20150415,"DAL",114,30,61,9,25,27,34,12,42,18,9,14,5,17,"POR",98,31,66,7,25,15,18,12,33,20,7,19,4,22
"1221","2014-15",20150415,"GSW",133,34,62,13,28,26,34,14,27,30,11,13,6,25,"DEN",126,39,65,6,18,30,36,9,31,28,10,21,4,25
"1222","2014-15",20150415,"HOU",117,29,48,12,28,23,34,4,45,28,9,18,13,19,"UTA",91,33,74,5,27,10,18,14,30,23,12,14,6,21
"1223","2014-15",20150415,"LAL",99,29,70,7,24,20,25,16,30,22,6,14,8,28,"SAC",122,38,67,8,17,22,41,6,36,30,10,10,4,16
"1224","2014-15",20150415,"MEM",95,34,67,2,9,21,26,16,32,12,10,12,3,17,"IND",83,24,54,8,24,11,15,13,23,15,7,12,8,26
"1225","2014-15",20150415,"MIL",100,34,68,7,21,11,16,16,32,35,7,17,2,17,"BOS",105,29,55,13,30,8,14,8,30,37,9,16,5,16
"1226","2014-15",20150415,"MIN",113,33,65,6,19,29,35,14,25,22,12,16,4,23,"OKC",138,40,67,12,28,22,31,18,28,22,10,13,6,25
"1227","2014-15",20150415,"NOP",108,38,73,5,10,17,25,7,28,23,11,9,7,18,"SAS",103,42,69,3,10,10,13,4,32,33,2,15,3,20
"1228","2014-15",20150415,"NYK",90,26,58,7,19,17,27,12,28,19,6,20,3,18,"DET",112,31,55,10,26,20,27,11,33,20,14,12,3,22
"1229","2014-15",20150415,"PHI",101,33,54,5,29,20,25,13,32,26,7,16,5,21,"MIA",105,27,58,12,31,15,20,12,30,22,10,16,2,17
"1230","2014-15",20150415,"TOR",92,26,44,12,33,4,4,5,27,27,8,11,3,16,"CHA",87,18,38,12,33,15,16,8,28,15,8,12,3,10
"1231","2015-16",20151027,"ATL",94,29,55,8,27,12,15,7,33,22,9,15,4,25,"DET",106,25,67,12,29,20,26,23,36,23,5,15,3,15
"1232","2015-16",20151027,"CHI",97,30,68,7,19,16,23,7,40,13,6,13,10,22,"CLE",95,29,65,9,29,10,17,11,39,26,5,10,7,21
"1233","2015-16",20151027,"GSW",111,32,66,9,30,20,22,21,35,29,8,20,7,29,"NOP",95,29,65,6,18,19,27,8,25,21,9,18,3,26
"1234","2015-16",20151028,"BOS",112,31,61,8,24,26,27,10,31,31,10,17,7,23,"PHI",95,27,61,7,22,20,23,14,32,12,11,22,6,22
"1235","2015-16",20151028,"BKN",100,39,84,0,9,22,28,16,29,19,11,13,5,18,"CHI",115,28,50,14,28,17,20,5,34,20,9,19,3,24
"1236","2015-16",20151028,"DET",92,23,55,7,19,25,34,8,35,16,2,10,4,20,"UTA",87,33,63,2,12,15,21,4,34,15,4,12,5,25
"1237","2015-16",20151028,"HOU",85,22,52,8,35,17,26,15,29,17,13,16,8,19,"DEN",105,27,52,13,27,12,18,9,40,26,9,21,10,26
"1238","2015-16",20151028,"LAL",111,26,56,9,34,32,35,12,36,18,2,13,4,29,"MIN",112,33,63,5,20,31,37,6,33,24,3,8,4,26
"1239","2015-16",20151028,"MEM",76,27,66,2,16,16,22,11,29,15,8,16,3,18,"CLE",106,28,55,13,29,11,17,12,42,29,7,19,2,25
"1240","2015-16",20151028,"MIA",104,24,53,12,20,20,21,2,39,23,5,13,7,25,"CHA",94,27,60,6,24,22,29,11,32,16,4,8,1,16
"1241","2015-16",20151028,"MIL",97,21,68,9,18,28,31,18,29,17,7,18,4,27,"NYK",122,33,70,9,23,29,35,19,30,24,11,11,7,28
"1242","2015-16",20151028,"OKC",112,35,67,7,19,21,22,11,34,21,7,19,4,19,"SAS",106,40,78,5,15,11,13,7,29,22,11,13,9,18
"1243","2015-16",20151028,"ORL",87,32,74,5,26,8,12,17,39,20,9,14,6,22,"WAS",88,26,56,7,28,15,25,15,34,17,8,17,9,14
"1244","2015-16",20151028,"PHX",95,28,63,6,24,21,33,13,40,15,3,18,3,30,"DAL",111,30,64,10,21,21,31,6,42,24,7,8,3,25
"1245","2015-16",20151028,"POR",112,32,56,12,32,12,14,6,45,22,7,12,4,21,"NOP",94,25,58,11,33,11,18,5,34,19,7,11,2,17
"1246","2015-16",20151028,"SAC",104,30,70,11,24,11,18,12,37,24,8,16,3,27,"LAC",111,36,61,6,19,21,31,6,36,20,8,15,9,19
"1247","2015-16",20151028,"TOR",106,29,62,7,18,27,39,9,41,19,8,20,2,24,"IND",99,23,63,9,23,26,31,8,32,23,14,13,3,30
"1248","2015-16",20151029,"IND",103,25,48,12,30,17,24,10,28,23,7,20,4,22,"MEM",112,34,66,7,16,23,29,12,30,26,12,14,5,25
"1249","2015-16",20151029,"LAC",104,30,56,8,31,20,33,8,45,21,6,8,8,17,"DAL",88,29,67,6,30,12,15,14,41,22,4,12,2,26
"1250","2015-16",20151029,"NYK",101,32,64,6,29,19,21,16,32,21,10,21,4,24,"ATL",112,32,59,10,24,18,26,7,32,26,11,15,4,18
"1251","2015-16",20151030,"ATL",97,28,60,8,23,17,22,8,37,23,9,15,4,17,"CHA",94,24,58,12,30,10,13,13,41,23,7,18,6,20
"1252","2015-16",20151030,"BOS",103,25,59,7,26,32,41,7,31,23,14,17,3,28,"TOR",113,25,56,11,26,30,35,9,44,23,11,21,3,33
"1253","2015-16",20151030,"CLE",102,33,61,6,25,18,21,14,35,25,4,11,4,19,"MIA",92,27,56,6,21,20,22,6,32,21,5,13,7,20
"1254","2015-16",20151030,"DEN",78,24,70,5,25,15,20,17,34,15,7,14,4,27,"MIN",95,28,60,2,11,33,41,7,42,18,7,17,6,24
"1255","2015-16",20151030,"DET",98,33,76,6,28,14,28,20,41,18,9,14,2,19,"CHI",94,27,62,7,22,19,26,8,42,18,8,19,8,24
"1256","2015-16",20151030,"HOU",92,25,59,5,23,27,36,12,37,19,3,16,9,20,"GSW",112,34,67,9,26,17,25,11,36,26,9,8,4,24
"1257","2015-16",20151030,"MIL",113,35,58,7,24,22,28,6,26,33,9,16,2,32,"WAS",118,23,47,12,21,36,44,8,29,25,7,21,5,20
"1258","2015-16",20151030,"ORL",136,35,73,12,33,30,38,14,35,25,10,16,10,31,"OKC",139,42,83,8,27,31,38,22,40,19,8,20,9,28
"1259","2015-16",20151030,"PHI",71,13,48,6,15,27,37,8,31,15,4,18,5,22,"UTA",99,29,75,7,13,20,25,13,38,19,10,7,9,22
"1260","2015-16",20151030,"PHX",110,33,65,4,18,32,42,11,44,17,13,19,7,17,"POR",92,25,62,9,24,15,19,11,31,17,9,23,5,33
"1261","2015-16",20151030,"SAC",132,46,79,6,22,22,30,16,40,26,6,14,7,23,"LAL",114,30,55,11,34,21,27,8,29,20,7,19,9,24
"1262","2015-16",20151030,"SAS",102,31,64,9,22,13,13,12,44,23,7,18,4,16,"BKN",75,26,61,5,16,8,15,2,30,17,6,15,6,17
"1263","2015-16",20151031,"IND",76,24,53,4,17,16,21,7,27,10,8,24,7,19,"UTA",97,33,73,6,15,13,18,15,32,15,13,17,4,24
"1264","2015-16",20151031,"LAC",114,35,59,4,17,32,46,6,35,25,4,17,9,22,"SAC",109,37,83,6,18,17,25,19,30,20,9,13,2,34
"1265","2015-16",20151031,"MEM",101,25,57,9,23,24,28,11,31,26,6,9,2,19,"BKN",91,35,66,3,13,12,18,8,35,21,3,12,3,22
"1266","2015-16",20151031,"NOP",120,38,78,8,22,20,23,16,32,22,4,15,4,23,"GSW",134,29,54,17,30,25,35,3,35,26,10,10,4,24
"1267","2015-16",20151031,"POR",90,25,49,8,30,16,28,10,35,20,7,16,5,20,"PHX",101,28,62,11,32,12,16,11,37,16,11,13,6,20
"1268","2015-16",20151031,"WAS",110,32,68,6,22,28,33,11,32,17,9,17,3,32,"NYK",117,32,67,9,19,26,32,9,31,21,8,18,5,30
"1269","2015-16",20151101,"BOS",87,29,69,6,29,11,14,16,29,21,10,16,5,23,"SAS",95,31,64,5,19,18,25,10,41,22,10,18,6,16
"1270","2015-16",20151101,"CHI",92,26,59,7,28,19,22,11,36,23,7,13,8,16,"ORL",87,28,67,7,23,10,17,12,31,21,7,16,11,19
"1271","2015-16",20151101,"CHA",92,18,49,14,37,14,15,9,36,27,7,11,13,14,"ATL",94,30,59,7,29,13,14,9,39,22,9,11,6,16
"1272","2015-16",20151101,"LAL",93,21,51,10,34,21,28,8,34,18,8,12,9,20,"DAL",103,29,57,11,30,12,16,8,41,28,5,11,4,22
"1273","2015-16",20151101,"MIA",109,33,64,9,22,16,21,11,37,24,11,12,5,16,"HOU",89,22,43,10,36,15,18,3,31,20,9,17,3,23
"1274","2015-16",20151101,"OKC",117,32,61,13,25,14,18,13,37,32,9,19,10,23,"DEN",93,26,66,9,26,14,19,14,21,20,8,13,3,17
"1275","2015-16",20151101,"TOR",106,30,65,11,25,13,20,18,28,22,12,13,3,19,"MIL",87,24,50,5,19,24,24,7,26,21,6,18,8,21
"1276","2015-16",20151102,"BKN",96,30,60,6,19,18,22,10,25,21,3,18,4,23,"MIL",103,29,50,9,23,18,26,8,28,24,6,14,7,23
"1277","2015-16",20151102,"GSW",119,32,59,11,25,22,30,10,55,32,8,14,13,15,"MEM",69,23,73,3,23,14,20,11,33,21,8,11,7,24
"1278","2015-16",20151102,"HOU",110,32,60,9,29,19,29,7,27,22,18,12,7,22,"OKC",105,30,61,10,23,15,22,14,41,17,7,24,9,24
"1279","2015-16",20151102,"LAC",102,29,55,8,26,20,23,3,43,20,4,11,5,18,"PHX",96,27,68,9,30,15,21,16,39,23,8,9,1,20
"1280","2015-16",20151102,"MIN",101,31,66,3,13,30,39,8,33,22,10,15,4,22,"POR",106,32,59,9,30,15,20,11,35,18,5,16,6,27
"1281","2015-16",20151102,"NYK",84,28,76,4,13,16,21,17,32,17,8,10,3,18,"SAS",94,35,66,4,13,12,17,8,37,21,6,13,7,12
"1282","2015-16",20151102,"PHI",100,31,61,7,24,17,23,9,28,22,7,13,5,18,"CLE",107,34,59,8,22,15,20,7,36,28,5,16,9,19
"1283","2015-16",20151103,"CHA",130,33,68,14,23,22,23,12,40,26,6,9,4,11,"CHI",105,30,60,14,30,3,8,4,29,26,5,12,0,19
"1284","2015-16",20151103,"DAL",91,26,63,7,23,18,25,14,30,20,5,15,3,25,"TOR",102,32,65,5,17,23,26,10,37,18,8,16,6,26
"1285","2015-16",20151103,"DET",82,28,64,5,22,11,17,19,31,14,8,23,5,21,"IND",94,31,65,7,23,11,12,12,30,21,15,15,5,19
"1286","2015-16",20151103,"LAL",109,30,60,6,26,31,38,11,29,18,9,10,4,28,"DEN",120,36,65,7,20,27,31,11,38,30,5,14,7,23
"1287","2015-16",20151103,"MIA",92,33,58,5,28,11,16,13,36,13,10,18,9,21,"ATL",98,30,69,7,21,17,22,16,35,25,10,15,1,14
"1288","2015-16",20151103,"NOP",94,20,54,12,36,18,25,10,36,23,12,14,9,14,"ORL",103,35,72,7,18,12,12,10,45,24,5,18,3,18
"1289","2015-16",20151103,"SAC",89,22,54,7,20,24,40,8,27,17,8,13,1,21,"MEM",103,37,63,3,20,20,25,12,38,23,5,16,7,31
"1290","2015-16",20151104,"ATL",101,29,54,8,22,19,24,6,28,27,15,13,10,17,"BKN",87,31,62,5,21,10,13,14,29,24,9,19,4,19
"1291","2015-16",20151104,"CLE",96,26,56,7,27,23,32,9,39,21,5,11,2,12,"NYK",86,25,60,8,24,12,15,9,31,16,6,12,7,23
"1292","2015-16",20151104,"GSW",112,29,59,10,26,24,31,9,33,28,6,12,5,22,"LAC",108,35,66,8,22,14,22,10,31,24,6,11,4,26
"1293","2015-16",20151104,"HOU",119,31,54,11,34,24,34,16,32,28,8,19,1,20,"ORL",114,39,71,7,20,15,19,9,29,28,12,14,6,25
"1294","2015-16",20151104,"IND",100,27,68,8,23,22,29,21,32,18,10,14,1,20,"BOS",98,25,56,10,27,18,22,15,34,20,7,19,5,22
"1295","2015-16",20151104,"MIL",91,27,63,8,23,13,17,8,28,24,6,10,4,19,"PHI",87,28,53,6,28,13,15,12,39,23,4,18,9,23
"1296","2015-16",20151104,"OKC",98,31,59,8,23,12,14,11,30,26,8,19,10,29,"TOR",103,28,65,5,14,32,39,12,33,12,14,14,3,16
"1297","2015-16",20151104,"PHX",118,31,60,14,23,14,22,9,32,27,14,18,4,11,"SAC",97,29,60,11,24,6,12,7,26,25,9,17,4,22
"1298","2015-16",20151104,"UTA",92,28,64,5,24,21,33,16,24,9,12,9,8,22,"POR",108,30,52,11,25,15,32,13,35,11,5,19,7,25
"1299","2015-16",20151104,"WAS",102,34,64,8,23,10,14,4,29,27,11,10,3,19,"SAS",99,30,59,7,22,18,20,9,40,21,5,20,3,21
"1300","2015-16",20151105,"CHI",104,33,72,7,18,17,21,11,36,20,3,6,7,17,"OKC",98,33,71,5,13,17,20,9,35,21,2,9,8,18
"1301","2015-16",20151105,"DAL",94,26,53,6,29,24,27,8,36,17,8,13,2,13,"CHA",108,38,62,6,27,14,17,8,40,19,8,11,6,25
"1302","2015-16",20151105,"DEN",84,23,52,5,20,23,34,11,34,16,4,13,6,14,"UTA",96,26,61,11,24,11,17,12,31,23,6,10,6,26
"1303","2015-16",20151105,"MIN",84,26,73,4,12,20,22,10,34,16,7,16,6,27,"MIA",96,33,62,4,14,18,25,7,35,14,6,16,6,19
"1304","2015-16",20151105,"POR",115,29,57,15,30,12,20,14,33,29,3,8,3,19,"MEM",96,30,57,7,20,15,21,7,29,20,4,8,5,14
"1305","2015-16",20151106,"BOS",118,32,67,12,30,18,23,15,38,24,18,17,5,21,"WAS",98,28,63,8,25,18,23,10,35,23,10,24,8,27
"1306","2015-16",20151106,"BKN",98,37,74,3,19,15,20,14,32,21,6,15,6,29,"LAL",104,26,55,7,23,31,40,5,35,14,9,15,6,22
"1307","2015-16",20151106,"CLE",108,35,62,10,26,8,12,11,34,29,9,17,0,20,"PHI",102,31,56,10,23,10,15,7,31,23,9,16,4,18
"1308","2015-16",20151106,"GSW",119,29,56,17,37,10,18,13,40,40,10,20,6,22,"DEN",104,31,68,8,24,18,22,10,34,23,13,19,5,20
"1309","2015-16",20151106,"IND",90,31,65,5,15,13,24,9,34,21,4,12,5,15,"MIA",87,30,61,6,20,9,13,7,33,21,5,11,6,19
"1310","2015-16",20151106,"NOP",115,32,54,10,30,21,24,6,26,30,9,12,7,24,"ATL",121,32,56,9,21,30,35,6,35,30,10,15,6,21
"1311","2015-16",20151106,"NYK",92,29,57,4,24,22,28,14,29,20,3,15,5,22,"MIL",99,32,67,3,14,26,29,13,28,21,6,12,5,24
"1312","2015-16",20151106,"ORL",92,24,52,9,25,17,22,6,34,22,4,12,4,25,"TOR",87,25,63,5,23,22,29,15,29,13,5,9,5,18
"1313","2015-16",20151106,"PHX",92,27,62,10,30,8,13,11,35,14,8,16,3,29,"DET",100,29,52,8,22,18,36,6,41,15,8,15,3,21
"1314","2015-16",20151106,"SAC",110,31,65,9,28,21,29,14,29,26,14,15,3,19,"HOU",116,25,46,15,36,21,27,14,35,23,8,21,4,26
"1315","2015-16",20151107,"ATL",114,30,59,13,33,15,15,10,29,37,12,14,4,15,"WAS",99,30,54,8,24,15,17,8,33,27,11,24,3,18
"1316","2015-16",20151107,"CHI",93,22,61,11,32,16,23,10,40,20,7,18,6,26,"MIN",102,32,80,7,16,17,27,14,44,26,8,15,7,23
"1317","2015-16",20151107,"DAL",107,31,60,9,24,18,22,6,36,20,5,9,2,17,"NOP",98,30,58,9,28,11,13,7,35,21,7,12,6,24
"1318","2015-16",20151107,"LAC",105,38,66,4,22,17,25,11,30,29,8,12,5,23,"HOU",109,31,56,7,30,26,29,11,36,16,7,14,3,27
"1319","2015-16",20151107,"MIL",94,29,62,8,20,12,16,10,31,27,9,15,6,16,"BKN",86,31,73,3,9,15,19,17,35,18,11,18,3,18
"1320","2015-16",20151107,"PHI",97,25,47,11,33,14,26,10,28,24,6,16,10,20,"ORL",105,33,70,6,13,21,24,10,31,24,10,13,7,23
"1321","2015-16",20151107,"SAC",94,32,68,6,19,12,16,13,32,26,9,21,3,19,"GSW",103,30,53,8,39,19,22,15,31,27,13,18,2,15
"1322","2015-16",20151107,"SAS",114,36,60,9,21,15,23,6,36,35,11,12,3,26,"CHA",94,28,54,6,19,20,31,6,27,15,7,15,0,18
"1323","2015-16",20151107,"UTA",89,19,47,12,27,15,18,9,40,18,7,21,10,20,"MEM",79,24,72,6,19,13,14,13,31,16,8,14,1,21
"1324","2015-16",20151108,"CLE",101,30,59,8,24,17,25,11,37,25,5,10,4,20,"IND",97,33,72,6,18,13,19,12,35,22,5,7,4,20
"1325","2015-16",20151108,"MIA",96,27,63,8,20,18,25,13,35,18,8,10,8,20,"TOR",76,25,52,3,19,17,22,7,31,17,8,16,5,21
"1326","2015-16",20151108,"NYK",99,24,57,9,27,24,29,10,42,22,5,9,5,15,"LAL",95,27,67,9,27,14,23,12,34,19,7,9,3,20
"1327","2015-16",20151108,"OKC",124,45,74,4,20,22,30,17,35,26,14,15,8,25,"PHX",103,31,68,7,16,20,26,7,26,18,7,23,1,25
"1328","2015-16",20151108,"POR",103,32,51,9,25,12,18,7,33,24,5,22,2,22,"DET",120,36,66,11,30,15,22,18,28,16,13,9,5,16
"1329","2015-16",20151109,"ATL",107,31,55,13,31,6,7,4,23,30,13,17,6,19,"MIN",117,39,65,7,15,18,22,8,32,27,10,19,5,18
"1330","2015-16",20151109,"DEN",108,33,58,7,19,21,32,8,39,20,5,14,7,20,"POR",104,26,62,10,29,22,27,10,29,20,6,9,3,22
"1331","2015-16",20151109,"GSW",109,31,70,12,21,11,13,13,28,29,13,16,4,18,"DET",95,34,66,6,19,9,15,12,29,15,9,20,3,14
"1332","2015-16",20151109,"IND",97,23,52,11,25,18,22,6,36,25,12,18,4,16,"ORL",84,21,45,10,33,12,17,7,37,16,9,21,3,20
"1333","2015-16",20151109,"LAC",94,23,49,5,19,33,37,8,32,14,5,18,8,20,"MEM",92,33,69,2,11,20,29,10,30,21,11,14,3,28
"1334","2015-16",20151109,"PHI",88,30,75,5,25,13,23,15,37,19,6,13,9,13,"CHI",111,31,71,10,25,19,23,13,45,28,6,14,10,19
"1335","2015-16",20151109,"SAC",88,27,65,7,19,13,19,11,31,25,10,19,5,14,"SAS",106,40,64,6,23,8,11,8,38,34,11,16,7,19
"1336","2015-16",20151110,"CLE",118,26,50,11,24,33,43,11,24,24,9,16,6,21,"UTA",114,30,60,10,22,24,28,13,24,30,11,16,0,35
"1337","2015-16",20151110,"MIA",101,33,64,5,20,20,27,15,32,23,7,10,7,12,"LAL",88,23,55,11,22,9,12,5,31,21,7,17,7,21
"1338","2015-16",20151110,"MIL",83,24,56,6,17,17,23,9,32,14,10,17,2,18,"BOS",99,31,56,7,30,16,19,14,31,21,11,12,6,18
"1339","2015-16",20151110,"MIN",95,27,61,9,19,14,19,10,38,25,6,22,4,21,"CHA",104,30,52,8,26,20,27,4,30,18,8,16,5,20
"1340","2015-16",20151110,"NOP",120,32,59,14,33,14,18,9,39,25,9,11,5,27,"DAL",105,34,68,5,20,22,26,8,36,20,4,13,4,17
"1341","2015-16",20151110,"TOR",109,33,67,4,17,31,39,14,35,25,7,11,6,17,"NYK",111,31,72,11,23,16,18,13,31,22,8,9,7,27
"1342","2015-16",20151110,"WAS",101,33,73,5,24,20,26,12,29,17,8,8,5,22,"OKC",125,29,63,15,23,22,29,10,43,27,4,12,2,22
"1343","2015-16",20151111,"ATL",106,32,60,10,26,12,16,8,36,26,10,12,7,16,"NOP",98,23,54,14,29,10,15,8,32,21,6,19,0,21
"1344","2015-16",20151111,"BOS",91,28,53,4,24,23,32,8,28,18,10,18,3,26,"IND",102,32,62,6,17,20,31,10,31,20,9,18,6,28
"1345","2015-16",20151111,"CHA",95,27,61,8,23,17,28,7,26,21,11,5,5,9,"NYK",93,38,65,4,21,5,7,11,41,20,5,16,5,24
"1346","2015-16",20151111,"DAL",118,31,52,11,24,23,30,8,36,23,8,13,3,29,"LAC",108,25,59,12,27,22,33,13,28,21,4,10,2,24
